Kuu,Maakond,Pindala(m2),Arv,Pindala(m2) Kokku,Pindala(m2) Keskmine,Tehingu summa (eur) Kokku,Tehingu summa (eur) Minimaalne,Tehingu summa (eur) Maksimaalne,Pinnaühiku hind(eur /m2) Minimaalne,Pinnaühiku hind(eur /m2) Maksimaalne,Pinnaühiku hind(eur /m2) Mediaan,Pinnaühiku hind(eur /m2) Keskmine,Pinnaühiku hind(eur /m2) Standardhälve
2011-01-01,Valga maakond,"55-69,99",2,128,64,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Valga maakond,"70-249,99",2,148,74,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Viljandi maakond,"10-29,99",2,41.1,20.55,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Viljandi maakond,"30-40,99",5,184.8,36.96,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Viljandi maakond,"41-54,99",6,299.4,49.9,66427,1598,21689,31.39,437.28,211.18,226.23,165.43
2011-01-01,Viljandi maakond,"55-69,99",6,374.7,62.45,96137,3196,25565,51.88,432.57,257.39,260.91,139.85
2011-01-01,Viljandi maakond,"70-249,99",5,434.1,86.82,130657,8628,41500,118.84,525.32,382.7,309.3,175.74
2011-01-01,Võru maakond,"10-29,99",2,47,23.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Võru maakond,"30-40,99",1,39,39,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Võru maakond,"41-54,99",3,142.9,47.63,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Võru maakond,"55-69,99",3,195.3,65.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-01-01,Võru maakond,KÕIK KOKKU,775,41578.47,53.65,28040055,100,300400,2.16,3305.78,625.22,641.69,510.61
2011-02-01,Harju maakond,"10-29,99",44,987.5,22.44,705968,2600,75799,94.2,2659.61,622.74,679.74,441.82
2011-02-01,Harju maakond,"30-40,99",88,3118.5,35.44,2527562,3196,79890,89.27,2122.09,751.3,807.79,384.53
2011-02-01,Harju maakond,"41-54,99",122,5792.8,47.48,4798827,3196,99000,64.05,2133.62,777.56,825.31,373.43
2011-02-01,Harju maakond,"55-69,99",97,6123.2,63.13,5374305,6400,160000,93.43,2867.38,763.3,882.69,450.63
2011-02-01,Harju maakond,"70-249,99",110,11206.16,101.87,11622784,4000,445000,55.02,3243.24,910.59,1038.8,535.1
2011-02-01,Hiiu maakond,"55-69,99",1,66.7,66.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Ida-Viru maakond,"10-29,99",17,449.9,26.46,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Ida-Viru maakond,"30-40,99",28,1004.6,35.88,181525,100,21730,3.15,544.61,189.13,180.25,133.92
2011-02-01,Ida-Viru maakond,"41-54,99",30,1436.1,47.87,407040,866,42182,18.83,836.94,208.13,282.08,223.9
2011-02-01,Ida-Viru maakond,"55-69,99",26,1565.4,60.21,352305,1600,42182,27.59,665.33,213.44,222.2,139.8
2011-02-01,Ida-Viru maakond,"70-249,99",3,221.8,73.93,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Jõgeva maakond,"10-29,99",1,26.4,26.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Jõgeva maakond,"30-40,99",1,35.2,35.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Jõgeva maakond,"41-54,99",5,242.4,48.48,30671,4200,7809,85.71,157.76,129.9,126.72,30.21
2011-02-01,Jõgeva maakond,"55-69,99",4,241.1,60.28,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Jõgeva maakond,"70-249,99",2,152.7,76.35,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Järva maakond,"30-40,99",5,176.7,35.34,42948,5432,17256,175.39,449.38,181.58,237.88,118.69
2011-02-01,Järva maakond,"41-54,99",11,480.4,43.67,44435,192,26854,4.55,553.69,15.24,86.95,164.2
2011-02-01,Järva maakond,"55-69,99",10,635,63.5,23130,100,9600,1.81,139.74,11.64,35.09,45.67
2011-02-01,Järva maakond,"70-249,99",6,501.9,83.65,26975,640,23775,7.06,316.58,7.67,59.04,126.17
2011-02-01,Lääne maakond,"10-29,99",1,23.8,23.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Lääne maakond,"30-40,99",4,137.3,34.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Lääne maakond,"41-54,99",4,195,48.75,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Lääne maakond,"55-69,99",7,435.9,62.27,171420,9586,54325,140.35,834.49,408.41,398.93,243.33
2011-02-01,Lääne-Viru maakond,"10-29,99",6,157.5,26.25,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Lääne-Viru maakond,"30-40,99",4,140.7,35.18,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Lääne-Viru maakond,"41-54,99",19,929,48.89,260375,511,26300,9.73,582.35,322.6,280.41,171.78
2011-02-01,Lääne-Viru maakond,"55-69,99",8,496.9,62.11,133080,2556,30100,46.22,458.14,271.14,262.69,192.03
2011-02-01,Lääne-Viru maakond,"70-249,99",6,451.6,75.27,113926,2000,36000,27.14,449.44,221.03,250.88,160.81
2011-02-01,Põlva maakond,"30-40,99",4,139.8,34.95,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Põlva maakond,"41-54,99",5,238.7,47.74,46250,3933,16617,78.04,346.19,166.59,194.25,118.19
2011-02-01,Põlva maakond,"55-69,99",4,249.2,62.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Põlva maakond,"70-249,99",1,82.2,82.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Pärnu maakond,"10-29,99",4,95,23.75,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Pärnu maakond,"30-40,99",9,323.7,35.97,178349,7300,35000,185.28,956.77,498.34,552.34,252.96
2011-02-01,Pärnu maakond,"41-54,99",11,517.1,47.01,336457,1700,52410,36.88,1141.26,802,641.62,409.06
2011-02-01,Pärnu maakond,"55-69,99",8,488.4,61.05,560907,8000,175434,118.17,2771.47,1149.44,1153.84,867.16
2011-02-01,Pärnu maakond,"70-249,99",8,791.9,98.99,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Rapla maakond,"10-29,99",1,29.7,29.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Rapla maakond,"30-40,99",2,72.3,36.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Rapla maakond,"55-69,99",1,66.2,66.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Rapla maakond,"70-249,99",1,70.4,70.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Saare maakond,"10-29,99",1,29.7,29.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Saare maakond,"41-54,99",5,241.7,48.34,136776,19174,37069,395.54,795.47,539.02,564.55,163.4
2011-02-01,Saare maakond,"55-69,99",3,180.6,60.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Tartu maakond,"10-29,99",10,254,25.4,179724,3200,32000,146.79,1185.19,738.43,694.23,375.03
2011-02-01,Tartu maakond,"30-40,99",17,592.9,34.88,481786,2944,45000,98.13,1206.43,796.8,799.11,257.06
2011-02-01,Tartu maakond,"41-54,99",24,1131.4,47.14,671098,1278,76694,29.72,1601.13,624.43,590.65,400.21
2011-02-01,Tartu maakond,"55-69,99",20,1268.3,63.42,945088,8309,85500,126.66,1439.39,712.99,745.54,329.64
2011-02-01,Tartu maakond,"70-249,99",14,1197.6,85.54,949278,23008,124627,292.72,1304.99,700.1,783.5,278.98
2011-02-01,Valga maakond,"10-29,99",1,18.9,18.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Valga maakond,"30-40,99",4,160.4,40.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Valga maakond,"41-54,99",6,264.8,44.13,22151,1000,10000,22.62,217.86,56.87,81.86,74.57
2011-02-01,Valga maakond,"55-69,99",2,115.9,57.95,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Valga maakond,"70-249,99",2,152.8,76.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Viljandi maakond,"30-40,99",2,64.8,32.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Viljandi maakond,"41-54,99",12,563.7,46.98,132088,1000,31955,21.01,755.44,151.57,236.71,217.05
2011-02-01,Viljandi maakond,"55-69,99",4,260.1,65.03,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Viljandi maakond,"70-249,99",1,78.3,78.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Võru maakond,"10-29,99",1,24.1,24.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Võru maakond,"30-40,99",1,40.5,40.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-02-01,Võru maakond,"41-54,99",6,288.7,48.12,42937,639,13300,13.28,290.39,161.87,149.79,120.73
2011-02-01,Võru maakond,"55-69,99",2,120.8,60.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Harju maakond,"10-29,99",97,1994.26,20.56,1604971,1000,60000,42.55,2290.08,748.3,785.24,386.17
2011-03-01,Harju maakond,"30-40,99",103,3557.39,34.54,2786018,2000,82000,61.16,2129.87,779.82,781.12,394.3
2011-03-01,Harju maakond,"41-54,99",149,7054,47.34,5667927,2000,126500,41.41,2962.53,761.35,802.12,388.52
2011-03-01,Harju maakond,"55-69,99",120,7566.21,63.05,7066576,8815,147000,134.79,2322.27,859.7,934.93,411.86
2011-03-01,Harju maakond,"70-249,99",109,10821.63,99.28,12059707,13421,468153,179.19,3623.48,948.32,1090.98,551.7
2011-03-01,Hiiu maakond,"30-40,99",3,115.8,38.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Hiiu maakond,"41-54,99",1,51.2,51.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Ida-Viru maakond,"10-29,99",16,416.7,26.04,79056,500,9000,23.15,324.91,182.63,184.53,90.98
2011-03-01,Ida-Viru maakond,"30-40,99",40,1460,36.5,218444,400,18535,12.54,510.61,124.34,149.49,117.53
2011-03-01,Ida-Viru maakond,"41-54,99",29,1403.3,48.39,209529,447,30000,8.89,618.56,71.57,146.89,163.03
2011-03-01,Ida-Viru maakond,"55-69,99",23,1411.8,61.38,242384,600,33700,10.38,550.65,117.91,171.99,156.35
2011-03-01,Ida-Viru maakond,"70-249,99",11,1056.2,96.02,478976,8950,159779,121.77,1179.18,298.31,409.79,293.16
2011-03-01,Jõgeva maakond,"10-29,99",1,28,28,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Jõgeva maakond,"30-40,99",2,77.4,38.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Jõgeva maakond,"41-54,99",3,139.3,46.43,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Jõgeva maakond,"55-69,99",3,180.7,60.23,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Jõgeva maakond,"70-249,99",2,143.6,71.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Järva maakond,"10-29,99",1,27.1,27.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Järva maakond,"30-40,99",3,105.9,35.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Järva maakond,"41-54,99",2,94,47,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Järva maakond,"55-69,99",2,110.7,55.35,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Järva maakond,"70-249,99",5,389.9,77.98,55028,2000,25000,24.78,312.89,116.91,141.83,123.04
2011-03-01,Lääne maakond,"10-29,99",1,21.6,21.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne maakond,"41-54,99",3,149.8,49.93,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne maakond,"55-69,99",2,113.7,56.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne maakond,"70-249,99",3,218.2,72.73,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne-Viru maakond,"10-29,99",3,66.6,22.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne-Viru maakond,"30-40,99",11,416.9,37.9,77643,1917,16809,50.85,441.18,119.48,184.77,135.16
2011-03-01,Lääne-Viru maakond,"41-54,99",8,363.6,45.45,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Lääne-Viru maakond,"55-69,99",13,846.5,65.12,177770,2500,31000,40.06,471.84,147.49,210.35,133.35
2011-03-01,Lääne-Viru maakond,"70-249,99",9,716.5,79.61,68162,500,12462,6.21,163.33,123.46,97,56.4
2011-03-01,Põlva maakond,"41-54,99",1,43.3,43.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Põlva maakond,"55-69,99",3,201.2,67.07,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Pärnu maakond,"10-29,99",12,292.6,24.38,103379,1780,20068,59.73,839.67,256.61,343.69,253.21
2011-03-01,Pärnu maakond,"30-40,99",10,347.75,34.78,155053,4500,37000,114.8,1036.41,376.16,449.98,254.28
2011-03-01,Pärnu maakond,"41-54,99",19,913.5,48.08,654325,400,70300,8.75,1423.08,662.25,704.31,505.6
2011-03-01,Pärnu maakond,"55-69,99",7,432.1,61.73,194624,6710,50100,106.51,793.98,454.9,449.08,241.28
2011-03-01,Pärnu maakond,"70-249,99",7,648,92.57,382024,23000,120000,177.4,1496.26,531.86,670.56,445.95
2011-03-01,Rapla maakond,"10-29,99",2,52.2,26.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Rapla maakond,"30-40,99",1,40.8,40.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Rapla maakond,"55-69,99",3,193.3,64.43,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Rapla maakond,"70-249,99",1,80.8,80.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Saare maakond,"30-40,99",5,189,37.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Saare maakond,"41-54,99",13,601.8,46.29,177512,1470,40903,32.17,855.69,39,287.7,328.77
2011-03-01,Saare maakond,"55-69,99",5,304.1,60.82,187843,19174,55922,335.8,879.28,622.25,611.26,194.85
2011-03-01,Saare maakond,"70-249,99",3,217,72.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Tartu maakond,"10-29,99",9,229.3,25.48,161812,6392,29000,221.94,1024.73,799.26,700.56,303.89
2011-03-01,Tartu maakond,"30-40,99",15,541.3,36.09,497631,15019,49851,373.61,1281.52,942.21,914.17,267.66
2011-03-01,Tartu maakond,"41-54,99",22,1020.5,46.39,819656,3300,79890,78.01,1601,713.73,794.37,353.7
2011-03-01,Tartu maakond,"55-69,99",29,1860.4,64.15,1363701,11700,76700,178.9,1272.08,688.57,732.11,271.19
2011-03-01,Tartu maakond,"70-249,99",21,1871.6,89.12,1769224,15977,215000,200.21,1790.17,1012.37,919.03,402.45
2011-03-01,Valga maakond,"30-40,99",2,66.7,33.35,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Valga maakond,"41-54,99",3,146.08,48.69,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Valga maakond,"55-69,99",8,503.5,62.94,66426,958,17576,13.84,304.08,151.69,137.03,116.12
2011-03-01,Viljandi maakond,"10-29,99",1,21,21,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Viljandi maakond,"30-40,99",1,38.8,38.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Viljandi maakond,"41-54,99",7,338.3,48.33,73394,639,21000,11.81,415.02,305.58,218.86,161.4
2011-03-01,Viljandi maakond,"55-69,99",8,509.2,63.65,180635,1000,57000,15.17,904.76,369.77,354.57,309.01
2011-03-01,Viljandi maakond,"70-249,99",2,168.9,84.45,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Võru maakond,"10-29,99",1,27.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Võru maakond,"30-40,99",4,152.4,38.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Võru maakond,"41-54,99",6,272,45.33,46661,500,22000,10.5,485.65,29.68,169.86,232.25
2011-03-01,Võru maakond,"55-69,99",1,59.5,59.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Võru maakond,"70-249,99",1,75.7,75.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-03-01,Võru maakond,KÕIK KOKKU,NA,53578.82,53,38576615,256,468153,5.53,3623.48,661.12,667.84,478.03
2011-04-01,Harju maakond,"10-29,99",50,1065.3,21.31,842858,2000,50000,77.22,1846.15,763.1,777.57,433.38
2011-04-01,Harju maakond,"30-40,99",100,3448.3,34.48,2904387,2200,68983,56.12,1812.3,818.32,839.55,312.49
2011-04-01,Harju maakond,"41-54,99",146,6949.4,47.6,6898836,1300,208805,26.48,3954.65,820.6,988.4,663.74
2011-04-01,Harju maakond,"55-69,99",120,7593.45,63.28,6886622,9587,147168,141.61,2181.33,814.23,906.95,394.93
2011-04-01,Harju maakond,"70-249,99",117,11443.92,97.81,14406230,3800,485689,43.38,4309.57,1154.47,1248.86,737.39
2011-04-01,Hiiu maakond,"55-69,99",2,114.3,57.15,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Hiiu maakond,"70-249,99",1,78.9,78.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Ida-Viru maakond,"10-29,99",10,231.8,23.18,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Ida-Viru maakond,"30-40,99",47,1683.6,35.82,371181,506,35000,12.94,1017.44,175.13,221.74,185.96
2011-04-01,Ida-Viru maakond,"41-54,99",45,2194.79,48.77,430731,1000,35500,19.23,747.37,138.58,197.13,162.19
2011-04-01,Ida-Viru maakond,"55-69,99",23,1394.4,60.63,384843,800,42000,12.99,663.51,278.75,273.58,161.67
2011-04-01,Ida-Viru maakond,"70-249,99",4,429.6,107.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Jõgeva maakond,"30-40,99",4,154.3,38.58,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Jõgeva maakond,"41-54,99",3,135.4,45.13,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Jõgeva maakond,"70-249,99",2,148.1,74.05,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Järva maakond,"10-29,99",2,46.9,23.45,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Järva maakond,"41-54,99",8,370.4,46.3,69889,2557,14061,60.74,309.71,188.12,188,93.13
2011-04-01,Järva maakond,"55-69,99",6,400.2,66.7,8798,320,3196,4.71,48.35,13.48,21.81,20.17
2011-04-01,Järva maakond,"70-249,99",1,75.7,75.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne maakond,"10-29,99",1,26.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne maakond,"30-40,99",2,76.6,38.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne maakond,"41-54,99",2,89,44.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne maakond,"55-69,99",4,247.3,61.83,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne maakond,"70-249,99",5,394,78.8,184400,8000,89480,95.12,1029.69,443.83,458.56,368.66
2011-04-01,Lääne-Viru maakond,"10-29,99",4,97.1,24.28,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Lääne-Viru maakond,"30-40,99",6,199.1,33.18,36153,2000,12782,62.5,399.44,155.13,183.34,121.27
2011-04-01,Lääne-Viru maakond,"41-54,99",12,583.1,48.59,97738,1278,25565,23.58,526.03,55.36,168.6,177.75
2011-04-01,Lääne-Viru maakond,"55-69,99",6,364.9,60.82,71025,1016,38500,17.98,644.89,105.02,193.4,232.32
2011-04-01,Lääne-Viru maakond,"70-249,99",3,227.8,75.93,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Põlva maakond,"10-29,99",1,28.2,28.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Põlva maakond,"30-40,99",2,78.4,39.2,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Põlva maakond,"41-54,99",3,147.7,49.23,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Põlva maakond,"55-69,99",2,126.5,63.25,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Pärnu maakond,"10-29,99",8,205,25.63,98302,1278,23000,57.05,851.85,500.6,465.21,274.42
2011-04-01,Pärnu maakond,"30-40,99",12,436.2,36.35,260983,4400,40600,123.25,1209.68,506.34,601.34,379.61
2011-04-01,Pärnu maakond,"41-54,99",22,1053.7,47.9,558819,2070,63273,43.04,1219.13,514.13,530.04,359.39
2011-04-01,Pärnu maakond,"55-69,99",16,1013.5,63.34,613530,1500,85000,24.55,1347.07,621.65,613.91,420.59
2011-04-01,Pärnu maakond,"70-249,99",5,446.7,89.34,221984,3200,103000,40.82,1270.04,571.98,558.6,517.3
2011-04-01,Rapla maakond,"30-40,99",2,71.2,35.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Rapla maakond,"41-54,99",3,145,48.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Rapla maakond,"55-69,99",2,128.8,64.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Rapla maakond,"70-249,99",1,91.4,91.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Saare maakond,"10-29,99",1,24,24,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Saare maakond,"30-40,99",1,32.3,32.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Saare maakond,"41-54,99",3,142.8,47.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Saare maakond,"55-69,99",3,192,64,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Saare maakond,"70-249,99",1,111.3,111.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Tartu maakond,"10-29,99",10,216.7,21.67,164651,1278,30000,52.38,1108.11,792.53,759.85,306.13
2011-04-01,Tartu maakond,"30-40,99",20,699.2,34.96,533895,3515,58000,104.3,1418.09,767.99,754.6,319.19
2011-04-01,Tartu maakond,"41-54,99",29,1363.64,47.02,975963,1300,81807,30.52,1632.87,663.85,705.74,410.19
2011-04-01,Tartu maakond,"55-69,99",20,1251.6,62.58,944895,10000,90000,169.78,1325.09,714.54,755.16,324.85
2011-04-01,Tartu maakond,"70-249,99",25,2448.13,97.93,2267402,33000,128000,280.85,1374.87,1080,956.53,316.83
2011-04-01,Valga maakond,"10-29,99",3,72.1,24.03,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Valga maakond,"30-40,99",4,145.2,36.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Valga maakond,"41-54,99",3,142,47.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Valga maakond,"55-69,99",6,375.6,62.6,48581,1178,18000,20.45,298.01,77.78,125.93,122.67
2011-04-01,Valga maakond,"70-249,99",1,86.7,86.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Viljandi maakond,"10-29,99",2,54.65,27.33,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Viljandi maakond,"30-40,99",3,113.7,37.9,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Viljandi maakond,"41-54,99",9,433.4,48.16,109244,320,27000,6.49,592.11,196.13,250.62,204.24
2011-04-01,Viljandi maakond,"55-69,99",4,251.5,62.88,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Viljandi maakond,"70-249,99",1,84.8,84.8,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Võru maakond,"10-29,99",1,28.1,28.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Võru maakond,"30-40,99",1,37.5,37.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-04-01,Võru maakond,"41-54,99",6,272,45.33,64804,192,22500,4.51,466.8,242.43,232.24,168.23
2011-04-01,Võru maakond,"55-69,99",5,318.9,63.78,88740,1598,29850,26.37,478.37,384.61,275.38,199.1
2011-04-01,Võru maakond,"70-249,99",2,147.5,73.75,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Harju maakond,"10-29,99",76,1632.33,21.48,1265024,200,78588,12.99,4569.07,698.49,767.64,539.77
2011-05-01,Harju maakond,"30-40,99",100,3504.7,35.05,3058688,800,62950,24.1,1729.4,847.43,874.72,333.49
2011-05-01,Harju maakond,"41-54,99",143,6820,47.69,5980265,2000,153000,41.93,3221.05,841.21,873.13,436.45
2011-05-01,Harju maakond,"55-69,99",122,7616.71,62.43,7451247,1917,150000,33.11,2431.12,931.27,980.12,373.08
2011-05-01,Harju maakond,"70-249,99",117,11916.35,101.85,14681869,31900,536858,309.76,3285.54,1055.66,1209.8,593.04
2011-05-01,Hiiu maakond,"30-40,99",1,39.3,39.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Ida-Viru maakond,"10-29,99",17,463.1,27.24,92630,192,10500,6.88,373.67,227.42,203.49,117.28
2011-05-01,Ida-Viru maakond,"30-40,99",46,1626.6,35.36,236526,250,18000,8.06,469.97,119.25,142.32,106.89
2011-05-01,Ida-Viru maakond,"41-54,99",46,2211.3,48.07,446180,320,32000,6.96,692.64,146.03,201.44,150.24
2011-05-01,Ida-Viru maakond,"55-69,99",33,2040.6,61.84,378218,250,35279,3.99,530.04,72.63,183.12,195.11
2011-05-01,Ida-Viru maakond,"70-249,99",14,1213.9,86.71,364660,250,110000,3.2,1072.12,102.4,247.65,330.77
2011-05-01,Jõgeva maakond,"10-29,99",1,25.6,25.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Jõgeva maakond,"30-40,99",1,38.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Jõgeva maakond,"41-54,99",3,148.7,49.57,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Jõgeva maakond,"55-69,99",2,119.7,59.85,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Jõgeva maakond,"70-249,99",4,317.6,79.4,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Järva maakond,"10-29,99",1,27.7,27.7,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Järva maakond,"30-40,99",1,39.3,39.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Järva maakond,"41-54,99",3,134,44.67,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Järva maakond,"55-69,99",6,391.4,65.23,65810,600,20000,10.87,298.95,166.52,164.61,124.77
2011-05-01,Järva maakond,"70-249,99",5,433.8,86.76,19070,2000,4990,24.61,63.89,54.86,46.37,20.12
2011-05-01,Lääne maakond,"10-29,99",1,28.3,28.3,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Lääne maakond,"30-40,99",1,39.1,39.1,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Lääne maakond,"41-54,99",4,183.8,45.95,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Lääne maakond,"70-249,99",1,82.6,82.6,NA,NA,NA,NA,NA,NA,NA,NA
2011-05-01,Lääne-Viru maakond,"30-40,99",10,354.6,35.46,79254,958,18000,28.43,480,257.17,223.51,163.39
2011-05-01,Lääne-Viru maakond,"41-54,99",13,597.8,45.98,121220,383,26843,8.51,605.59,73.84,201.93,221.05
