Kuu,Maakond,Pindala(m2),Arv,Pindala(m2) Kokku,Pindala(m2) Keskmine,Tehingu summa (eur) Kokku,Tehingu summa (eur) Minimaalne,Tehingu summa (eur) Maksimaalne,Pinnaühiku hind(eur /m2) Minimaalne,Pinnaühiku hind(eur /m2) Maksimaalne,Pinnaühiku hind(eur /m2) Mediaan,Pinnaühiku hind(eur /m2) Keskmine,Pinnaühiku hind(eur /m2) Standardhälve
2016-11-01,Viljandi maakond,"55-69,99",6,382.1,63.68,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Viljandi maakond,"70-249,99",6,552.7,92.12,231900,1900,80000,25.99,1075.27,346.77,446.78,374.62
2016-11-01,Võru maakond,"10-29,99",5,114.7,22.94,47284,1000,16000,53.48,727.87,441.05,408.2,265.37
2016-11-01,Võru maakond,"30-40,99",5,177,35.4,NA,NA,NA,NA,NA,NA,NA,NA
2016-11-01,Võru maakond,"41-54,99",9,423.8,47.09,101700,4000,37000,79.37,724.07,177.45,233.13,205.39
2016-11-01,Võru maakond,"55-69,99",7,443.6,63.37,104400,3400,30000,52.63,504.2,259.97,242.46,193.07
2016-11-01,Võru maakond,"70-249,99",4,320.9,80.23,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Harju maakond,"10-29,99",87,1808.28,20.78,2959513,800,106000,29.96,4452.05,1648.65,1638.82,734.82
2016-12-01,Harju maakond,"30-40,99",195,6908.77,35.43,10935658,3000,144000,78.53,3956.04,1509.97,1581.56,630.58
2016-12-01,Harju maakond,"41-54,99",296,14073.67,47.55,21988015,5000,155000,116.28,3409.64,1495.67,1562.33,583.39
2016-12-01,Harju maakond,"55-69,99",285,17868.93,62.7,28186550,3000,221390,51.19,4025.27,1595.27,1584.5,556.07
2016-12-01,Harju maakond,"70-249,99",272,26282.85,96.63,47596187,25000,500000,316.46,4301.95,1712.76,1811.44,598.58
2016-12-01,Hiiu maakond,"41-54,99",2,97.8,48.9,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Hiiu maakond,"55-69,99",1,66.7,66.7,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Ida-Viru maakond,"10-29,99",13,358.6,27.58,83199,899,15000,33.42,530.04,222.22,230.32,151.6
2016-12-01,Ida-Viru maakond,"30-40,99",45,1626.3,36.14,299799,299,24000,7.51,752.35,132.63,184.54,162.4
2016-12-01,Ida-Viru maakond,"41-54,99",45,2172.6,48.28,479750,500,38000,10.4,743.64,181.44,219.08,169.54
2016-12-01,Ida-Viru maakond,"55-69,99",21,1299.9,61.9,498415,1000,51000,17.01,791.14,361.74,380.37,291.74
2016-12-01,Ida-Viru maakond,"70-249,99",13,1040.1,80.01,632150,850,99900,11.77,989.16,611.74,603.62,293.2
2016-12-01,Jõgeva maakond,"30-40,99",6,215.4,35.9,33600,600,12000,19.54,312.5,146.05,150.06,106.24
2016-12-01,Jõgeva maakond,"41-54,99",5,221.3,44.26,19000,1500,7000,34.32,142.28,95.01,84.58,48.77
2016-12-01,Jõgeva maakond,"55-69,99",5,306.5,61.3,53400,5000,14000,74.63,239.71,211.48,177.24,73.76
2016-12-01,Järva maakond,"10-29,99",3,77.05,25.68,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Järva maakond,"30-40,99",4,153.8,38.45,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Järva maakond,"41-54,99",8,394.2,49.28,63100,1000,17800,19.23,370.06,155.01,164.83,123.81
2016-12-01,Järva maakond,"55-69,99",7,430.6,61.51,62901,1,26400,0.02,460.73,49.02,149.35,168.78
2016-12-01,Järva maakond,"70-249,99",6,452.7,75.45,98150,7000,27500,90.17,392.3,229.02,220.28,116.69
2016-12-01,Lääne maakond,"30-40,99",4,131.5,32.88,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Lääne maakond,"41-54,99",7,327.9,46.84,170061,3500,59361,83.14,1386.94,441.48,533.9,428.76
2016-12-01,Lääne maakond,"55-69,99",5,313.5,62.7,121653,153,58000,2.25,903.43,234.51,403.92,411.15
2016-12-01,Lääne maakond,"70-249,99",4,305.3,76.33,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Lääne-Viru maakond,"10-29,99",6,125.6,20.93,19300,500,6000,18.66,331.49,153.85,164.88,111.55
2016-12-01,Lääne-Viru maakond,"30-40,99",17,620.5,36.5,78206,1000,17500,24.81,497.16,74.81,127.23,122.96
2016-12-01,Lääne-Viru maakond,"41-54,99",21,1022.4,48.69,206930,1500,39000,33.63,754.35,182.15,200.35,163.78
2016-12-01,Lääne-Viru maakond,"55-69,99",17,1077.5,63.38,282940,50,60000,0.8,913.24,117.92,259.67,270.46
2016-12-01,Lääne-Viru maakond,"70-249,99",7,560.5,80.07,110630,150,40000,2.09,529.8,106.6,201.59,199.76
2016-12-01,Põlva maakond,"10-29,99",1,28.2,28.2,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Põlva maakond,"30-40,99",3,109.1,36.37,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Põlva maakond,"41-54,99",2,94.7,47.35,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Põlva maakond,"55-69,99",4,239.4,59.85,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Põlva maakond,"70-249,99",2,157.1,78.55,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Pärnu maakond,"10-29,99",8,197.9,24.74,144543,3000,32000,100.67,1122.81,914.24,744.79,386.82
2016-12-01,Pärnu maakond,"30-40,99",16,576.8,36.05,311900,1000,58000,31.85,1510.42,417.18,551.37,504.18
2016-12-01,Pärnu maakond,"41-54,99",32,1501,46.91,1176104,1000,99000,18.66,2053.94,703.72,781.55,535
2016-12-01,Pärnu maakond,"55-69,99",28,1764.1,63,1390794,1000,127000,17.48,1953.41,759.06,795.75,565.72
2016-12-01,Pärnu maakond,"70-249,99",9,698.7,77.63,667900,4700,125000,60.57,1644.74,994.32,948.39,513.07
2016-12-01,Rapla maakond,"30-40,99",3,104.35,34.78,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Rapla maakond,"41-54,99",6,290.8,48.47,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Rapla maakond,"55-69,99",8,498.1,62.26,168700,8500,47200,123.55,734.82,253.88,334.44,241.43
2016-12-01,Rapla maakond,"70-249,99",6,530,88.33,156100,5600,53000,70.98,680.36,247.01,303.44,206.66
2016-12-01,Saare maakond,"10-29,99",2,57.6,28.8,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Saare maakond,"41-54,99",4,181,45.25,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Saare maakond,"55-69,99",4,247.4,61.85,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Saare maakond,"70-249,99",6,670.9,111.82,529900,55000,138000,547.95,1022.75,850.15,829.45,207.84
2016-12-01,Tartu maakond,"10-29,99",10,233.4,23.34,243248,10000,40200,363.64,1480.69,1168.88,1050.32,374.1
2016-12-01,Tartu maakond,"30-40,99",23,804.6,34.98,1045600,14600,78000,397.82,2171.97,1203.7,1296.45,451.61
2016-12-01,Tartu maakond,"41-54,99",51,2419.3,47.44,2912276,500,100000,11.63,1973.39,1262.94,1199.21,439.58
2016-12-01,Tartu maakond,"55-69,99",49,3105,63.37,3507290,6000,133000,88.63,2104.43,1176,1129.12,387.61
2016-12-01,Tartu maakond,"70-249,99",63,5718.3,90.77,7231325,16500,285000,229.49,2011.99,1335.31,1250,427.81
2016-12-01,Valga maakond,"10-29,99",3,67.8,22.6,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Valga maakond,"30-40,99",6,218.1,36.35,51120,3320,21000,85.35,527.64,206.67,230.09,153.63
2016-12-01,Valga maakond,"41-54,99",9,431.3,47.92,56500,700,10600,12.82,242.13,169.7,132.82,92.27
2016-12-01,Valga maakond,"55-69,99",3,195.58,65.19,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Valga maakond,"70-249,99",1,93.5,93.5,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Viljandi maakond,"10-29,99",6,139,23.17,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Viljandi maakond,"30-40,99",6,206.2,34.37,83450,3000,36000,96.77,939.95,298.41,383.66,325.25
2016-12-01,Viljandi maakond,"41-54,99",13,588.5,45.27,269185,2500,57525,51.33,1379.5,326.73,459.59,407.03
2016-12-01,Viljandi maakond,"55-69,99",7,451.4,64.49,162500,1000,72000,16.05,1133.86,151.06,359.93,391.2
2016-12-01,Viljandi maakond,"70-249,99",4,339,84.75,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Võru maakond,"10-29,99",1,27,27,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Võru maakond,"30-40,99",5,194.3,38.86,NA,NA,NA,NA,NA,NA,NA,NA
2016-12-01,Võru maakond,"41-54,99",6,276.95,46.16,70226,1500,24000,35.89,522.88,195.14,252.15,206.6
2016-12-01,Võru maakond,"55-69,99",9,546.6,60.73,136200,2000,31000,35.34,489.73,252.53,244.29,181.89
2017-01-01,Harju maakond,"10-29,99",84,1873.65,22.31,3078725,11500,105000,553.99,3888.89,1600.3,1662.55,580.22
2017-01-01,Harju maakond,"30-40,99",152,5285.2,34.77,8107943,813,150664,22.03,4621.6,1540.72,1532.27,674.59
2017-01-01,Harju maakond,"41-54,99",260,12485.03,48.02,21694322,10000,1482000,228.89,30810.81,1567.62,1733.18,1921.13
2017-01-01,Harju maakond,"55-69,99",211,13216.05,62.64,21898271,1000,284000,15.41,4121.92,1618.32,1659.22,695.95
2017-01-01,Harju maakond,"70-249,99",227,21574.6,95.04,37676026,10000,418500,90.09,4265.28,1671.2,1759.95,586.66
2017-01-01,Hiiu maakond,"41-54,99",1,47.4,47.4,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Hiiu maakond,"55-69,99",1,57.2,57.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Ida-Viru maakond,"10-29,99",20,554.4,27.72,143400,300,18500,11.07,667.87,245.32,260.22,143.8
2017-01-01,Ida-Viru maakond,"30-40,99",64,2348.4,36.69,398387,1,23000,0.03,587.13,125.96,166.24,158.95
2017-01-01,Ida-Viru maakond,"41-54,99",57,2689.1,47.18,584596,100,43000,2.16,858.28,156.9,214.74,199.75
2017-01-01,Ida-Viru maakond,"55-69,99",24,1489.1,62.05,416500,1100,50000,16.82,787.4,200.54,279.22,216
2017-01-01,Ida-Viru maakond,"70-249,99",8,613.5,76.69,253170,8270,52000,104.82,675.32,427.43,413.34,169.98
2017-01-01,Jõgeva maakond,"30-40,99",4,146.2,36.55,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Jõgeva maakond,"41-54,99",5,242.4,48.48,26750,200,13000,3.95,261.57,68.65,111.32,100.95
2017-01-01,Jõgeva maakond,"55-69,99",2,131.1,65.55,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Jõgeva maakond,"70-249,99",1,89.3,89.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Järva maakond,"30-40,99",8,289.2,36.15,67100,3800,14300,124.18,359.3,201.28,227.84,89.87
2017-01-01,Järva maakond,"41-54,99",8,378.3,47.29,91300,1400,30000,27.24,669.64,230.33,246.31,196.98
2017-01-01,Järva maakond,"55-69,99",7,462.1,66.01,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Järva maakond,"70-249,99",3,234.2,78.07,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Lääne maakond,"10-29,99",1,28.1,28.1,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Lääne maakond,"30-40,99",1,35.9,35.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Lääne maakond,"41-54,99",6,276.6,46.1,116300,2000,29000,48.31,610.53,480.2,410.83,203.14
2017-01-01,Lääne maakond,"55-69,99",7,447.7,63.96,216861,7000,62361,119.86,939.17,534.48,477.57,263.85
2017-01-01,Lääne maakond,"70-249,99",4,394.3,98.58,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Lääne-Viru maakond,"10-29,99",5,137.15,27.43,26000,1000,9500,36.1,345.45,178.89,192.94,136.77
2017-01-01,Lääne-Viru maakond,"30-40,99",13,478.3,36.79,153500,400,32100,9.98,981.65,267.18,328.84,286.61
2017-01-01,Lääne-Viru maakond,"41-54,99",24,1111.7,46.32,313050,600,41000,13.89,861.68,219.89,280.37,262.68
2017-01-01,Lääne-Viru maakond,"55-69,99",11,671.1,61.01,111600,100,33500,1.53,551.89,78.53,163.35,178.68
2017-01-01,Lääne-Viru maakond,"70-249,99",7,568.2,81.17,113700,1800,48000,25.1,442.8,140.85,183.38,144.51
2017-01-01,Põlva maakond,"41-54,99",3,141.5,47.17,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Põlva maakond,"55-69,99",6,386.5,64.42,97350,1250,32000,18.46,547.01,242.84,255.7,204.08
2017-01-01,Põlva maakond,"70-249,99",2,191.1,95.55,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Pärnu maakond,"10-29,99",5,128.98,25.8,139000,3000,67000,109.97,2278.91,669.86,998.28,990.8
2017-01-01,Pärnu maakond,"30-40,99",15,549.5,36.63,408238,2000,68000,50.76,1868.13,757.1,749.47,496.25
2017-01-01,Pärnu maakond,"41-54,99",26,1212.84,46.65,980517,1250,127000,29.62,2347.5,735.57,798.17,597.32
2017-01-01,Pärnu maakond,"55-69,99",25,1541.4,61.66,1323455,2000,110000,34.66,1794.45,850.69,855.18,508.56
2017-01-01,Pärnu maakond,"70-249,99",17,1448.4,85.2,1226397,1700,199000,21.74,1768.89,811.55,802.95,405.99
2017-01-01,Rapla maakond,"10-29,99",2,57.8,28.9,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Rapla maakond,"30-40,99",6,228.4,38.07,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Rapla maakond,"41-54,99",10,457,45.7,181100,1000,36000,23.36,835.27,338.47,403.57,278.35
2017-01-01,Rapla maakond,"55-69,99",8,500.8,62.6,263000,2000,60000,33,898.2,525.39,517.82,335.78
2017-01-01,Rapla maakond,"70-249,99",6,547.8,91.3,249000,16500,81000,183.37,753.7,472.66,464.51,259.29
2017-01-01,Saare maakond,"10-29,99",3,68.9,22.97,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Saare maakond,"30-40,99",6,227.8,37.97,187640,25000,40000,663.13,980.39,849.07,822.67,113.07
2017-01-01,Saare maakond,"41-54,99",6,289.7,48.28,123400,2000,54900,44.35,1020.45,330.94,420.37,374.15
2017-01-01,Saare maakond,"55-69,99",3,189.9,63.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Saare maakond,"70-249,99",4,374.9,93.73,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Tartu maakond,"10-29,99",19,435.5,22.92,586550,16500,48000,760.37,1851.85,1360.34,1354.68,301.64
2017-01-01,Tartu maakond,"30-40,99",29,1058.1,36.49,1250400,3000,75000,91.46,2136.75,1162.79,1174.27,496.12
2017-01-01,Tartu maakond,"41-54,99",48,2265.8,47.2,2532829,10000,146000,242.72,2754.72,1129.2,1105.46,449.68
2017-01-01,Tartu maakond,"55-69,99",50,3137.7,62.75,3794040,22000,150000,384.62,2225.52,1220.39,1210.15,416.48
2017-01-01,Tartu maakond,"70-249,99",44,4193.35,95.3,5032042,10500,168000,127.27,1972.19,1274.97,1237.15,363.45
2017-01-01,Valga maakond,"10-29,99",3,76.7,25.57,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Valga maakond,"30-40,99",5,188.9,37.78,15150,900,6500,24.46,193.45,31.49,83.72,78.08
2017-01-01,Valga maakond,"41-54,99",9,438.4,48.71,61520,3500,21800,68.49,453.22,92.78,141.4,119.47
2017-01-01,Valga maakond,"55-69,99",6,351.8,58.63,30670,4500,7350,77.32,116.11,78.33,86.71,15.46
2017-01-01,Valga maakond,"70-249,99",1,81,81,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Viljandi maakond,"30-40,99",5,179.4,35.88,22500,500,15500,12.5,516.67,13.55,144.89,218.58
2017-01-01,Viljandi maakond,"41-54,99",14,667.5,47.68,191500,1600,34000,37.12,705.13,158.25,285.75,255.98
2017-01-01,Viljandi maakond,"55-69,99",8,500,62.5,205158,5000,47000,73.96,754.41,478.55,413.18,210.06
2017-01-01,Viljandi maakond,"70-249,99",8,670.1,83.76,289400,1500,85000,14.72,826.04,540.23,434.96,298.37
2017-01-01,Võru maakond,"10-29,99",1,27.4,27.4,NA,NA,NA,NA,NA,NA,NA,NA
2017-01-01,Võru maakond,"30-40,99",9,313.7,34.86,72600,200,16000,5.76,423.28,303.51,233.85,156.25
2017-01-01,Võru maakond,"41-54,99",5,236.5,47.3,80200,6700,25000,131.89,517.6,325.63,340.84,144.46
2017-01-01,Võru maakond,"55-69,99",5,301.7,60.34,70850,3500,21500,59.42,364.41,299.54,236.11,140.69
2017-01-01,Võru maakond,"70-249,99",3,269.4,89.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Harju maakond,"10-29,99",70,1370.15,19.57,2030137,1000,76000,40.16,2550.34,1633.52,1504.83,612.52
2017-02-01,Harju maakond,"30-40,99",129,4526.15,35.09,6818186,500,132650,13.59,3500,1491.44,1499.77,611.34
2017-02-01,Harju maakond,"41-54,99",221,10604.26,47.98,15808953,4000,251500,82.3,4683.43,1425.12,1484.86,666.69
2017-02-01,Harju maakond,"55-69,99",211,13149.9,62.32,20897916,10860,244000,179.8,3753.85,1533.08,1593.69,603.91
2017-02-01,Harju maakond,"70-249,99",232,23299.86,100.43,39818217,10000,533820,79.05,4690.86,1630.69,1735.56,735.33
2017-02-01,Hiiu maakond,"30-40,99",2,78.6,39.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Hiiu maakond,"55-69,99",2,134.9,67.45,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Hiiu maakond,"70-249,99",1,90.3,90.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Ida-Viru maakond,"10-29,99",22,604.5,27.48,99145,1,10500,0.04,405.74,189.78,164.48,133.19
2017-02-01,Ida-Viru maakond,"30-40,99",46,1690.3,36.75,449250,500,24000,12.76,676.14,215.02,263.46,178.43
2017-02-01,Ida-Viru maakond,"41-54,99",50,2420.8,48.42,677482,500,75000,9.58,1648.35,234.98,281.63,281.28
2017-02-01,Ida-Viru maakond,"55-69,99",37,2263.1,61.16,736475,1300,56000,22.57,856.27,255.78,320.6,235.39
2017-02-01,Ida-Viru maakond,"70-249,99",16,1245.1,77.82,669200,2000,126900,27.36,1652.34,531.77,539.44,394.05
2017-02-01,Jõgeva maakond,"10-29,99",1,17.5,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Jõgeva maakond,"30-40,99",5,182.4,36.48,35700,5000,10000,143.68,264.55,175.68,195.89,51.34
2017-02-01,Jõgeva maakond,"41-54,99",8,385.9,48.24,51550,200,11500,3.95,225.05,146.25,133.15,72.92
2017-02-01,Jõgeva maakond,"55-69,99",4,257.1,64.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Jõgeva maakond,"70-249,99",2,156.2,78.1,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Järva maakond,"10-29,99",3,83.35,27.78,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Järva maakond,"30-40,99",2,73.1,36.55,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Järva maakond,"41-54,99",9,427.9,47.54,88726,500,21300,9.73,505.94,192.68,212.95,174.28
2017-02-01,Järva maakond,"55-69,99",2,134.3,67.15,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Järva maakond,"70-249,99",6,462.1,77.02,100700,3000,27000,39.37,353.4,251.86,218.37,114.15
2017-02-01,Lääne maakond,"10-29,99",3,63.7,21.23,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Lääne maakond,"30-40,99",3,109.9,36.63,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Lääne maakond,"41-54,99",7,323.5,46.21,143000,2500,29000,59.1,609.76,431.97,441.72,190.16
2017-02-01,Lääne maakond,"55-69,99",6,387,64.5,206000,12000,50000,175.95,733.14,573.65,534.01,192.65
2017-02-01,Lääne maakond,"70-249,99",4,311.3,77.83,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Lääne-Viru maakond,"10-29,99",2,45.3,22.65,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Lääne-Viru maakond,"30-40,99",12,450.6,37.55,85600,500,27000,12.66,683.54,105.51,192.33,224.43
2017-02-01,Lääne-Viru maakond,"41-54,99",32,1525.8,47.68,373237,1,39000,0.02,894.5,159.62,245.23,242.47
2017-02-01,Lääne-Viru maakond,"55-69,99",12,760.4,63.37,136990,100,35000,1.43,600.34,118.67,181.81,188.05
2017-02-01,Lääne-Viru maakond,"70-249,99",8,621.8,77.73,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Põlva maakond,"10-29,99",2,52.7,26.35,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Põlva maakond,"30-40,99",3,101.5,33.83,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Põlva maakond,"41-54,99",6,285.6,47.6,77000,1500,24000,35.05,495.87,236.62,264.9,161.09
2017-02-01,Põlva maakond,"70-249,99",1,95.8,95.8,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Pärnu maakond,"10-29,99",5,114,22.8,137400,6000,57000,316.62,1938.78,1066.67,1141.4,696.07
2017-02-01,Pärnu maakond,"30-40,99",22,799.3,36.33,718692,500,63592,12.85,1747.03,1030.99,901.38,561.58
2017-02-01,Pärnu maakond,"41-54,99",35,1662.3,47.49,1259067,200,118014,3.96,2448.42,782.49,762.13,661.49
2017-02-01,Pärnu maakond,"55-69,99",29,1882.66,64.92,1598279,2556,165000,37.87,2370.69,835.96,869.36,668.42
2017-02-01,Pärnu maakond,"70-249,99",13,1090.4,83.88,904400,2800,134600,36.41,1635.48,819.15,818.79,396.43
2017-02-01,Rapla maakond,"30-40,99",6,213.8,35.63,102048,2000,29000,63.9,792.68,491.84,468.16,332.25
2017-02-01,Rapla maakond,"41-54,99",10,480.4,48.04,158352,2500,42000,53.08,981.31,220.13,329.25,299.6
2017-02-01,Rapla maakond,"55-69,99",4,245.1,61.28,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Rapla maakond,"70-249,99",3,224.2,74.73,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Saare maakond,"10-29,99",3,69.2,23.07,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Saare maakond,"30-40,99",2,74.6,37.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Saare maakond,"41-54,99",6,291.4,48.57,158000,4000,37000,88.89,800.87,611.84,541.94,275.61
2017-02-01,Saare maakond,"55-69,99",4,254.9,63.73,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Saare maakond,"70-249,99",1,77.3,77.3,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Tartu maakond,"10-29,99",8,188.4,23.55,241200,16000,45000,586.08,1624.55,1374.67,1294.65,337.01
2017-02-01,Tartu maakond,"30-40,99",19,682.95,35.94,861318,20000,71900,593.47,1875,1266.67,1247.22,391.49
2017-02-01,Tartu maakond,"41-54,99",49,2364.7,48.26,2423425,3600,89035,72,1724.89,1127.35,1016.18,468.21
2017-02-01,Tartu maakond,"55-69,99",53,3301.5,62.29,3491622,2000,118600,32.21,1835.66,1105.44,1063.46,444.9
2017-02-01,Tartu maakond,"70-249,99",45,3705.4,82.34,4260390,1000,161500,12.97,1989.46,1294.39,1149.36,477.24
2017-02-01,Valga maakond,"10-29,99",9,197.7,21.97,25260,300,5320,12.5,389.64,147.29,156.24,147.84
2017-02-01,Valga maakond,"30-40,99",13,492,37.85,52179,1,16000,0.03,409.21,105.31,104.38,101.27
2017-02-01,Valga maakond,"41-54,99",9,421.8,46.87,53566,350,24000,7.43,482.9,95.03,124.89,137.28
2017-02-01,Valga maakond,"55-69,99",5,309.3,61.86,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Valga maakond,"70-249,99",2,171.1,85.55,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Viljandi maakond,"10-29,99",5,105.7,21.14,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Viljandi maakond,"30-40,99",9,332.6,36.96,173596,196,54000,4.8,1367.09,430.11,526.03,412.42
2017-02-01,Viljandi maakond,"41-54,99",17,800.6,47.09,331680,1000,41000,22.78,893.25,520,423.83,293.41
2017-02-01,Viljandi maakond,"55-69,99",6,350.9,58.48,85000,2000,32000,34.36,477.61,246.51,234.22,181.2
2017-02-01,Viljandi maakond,"70-249,99",4,322.4,80.6,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Võru maakond,"10-29,99",4,108.9,27.23,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Võru maakond,"30-40,99",7,259.5,37.07,114700,4500,25000,138.04,625,419.67,434.19,172.82
2017-02-01,Võru maakond,"41-54,99",7,311.5,44.5,137400,1000,34000,23.98,703.93,493.12,435.84,274.09
2017-02-01,Võru maakond,"55-69,99",6,368.5,61.42,112000,3000,32500,50.59,491.68,380.8,299.85,197.56
2017-02-01,Võru maakond,"70-249,99",2,146.4,73.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-02-01,Võru maakond,KÕIK KOKKU,NA,91214.08,56.87,108430414,1,533820,0.02,4690.86,1172.62,1116.14,783.73
2017-03-01,Harju maakond,"10-29,99",104,2178.5,20.95,3673473,500,110000,17.92,4185.1,1720.56,1732.95,766.07
2017-03-01,Harju maakond,"30-40,99",201,7013.69,34.89,10237261,3000,115000,93.75,3221.29,1500,1468.6,539.77
2017-03-01,Harju maakond,"41-54,99",340,16268.54,47.85,24936221,2400,185000,50.21,3806.58,1494.99,1530.95,574.63
2017-03-01,Harju maakond,"55-69,99",312,19479.08,62.43,30681997,8000,251000,140.35,4319.42,1543.54,1578.12,619.06
2017-03-01,Harju maakond,"70-249,99",258,25319.35,98.14,41333312,13000,500000,103.42,3746.88,1600.52,1659.73,545.91
2017-03-01,Hiiu maakond,"10-29,99",1,19.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-01,Hiiu maakond,"41-54,99",5,244.8,48.96,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-01,Ida-Viru maakond,"10-29,99",25,645.2,25.81,136113,1,12700,0.03,450.18,214.29,213.84,147.13
2017-03-01,Ida-Viru maakond,"30-40,99",58,2093.9,36.1,494456,200,24000,5.88,623.68,179.5,232.21,173.01
2017-03-01,Ida-Viru maakond,"41-54,99",71,3420.9,48.18,748627,1,47500,0.02,993.72,143.15,215.94,221.46
2017-03-01,Ida-Viru maakond,"55-69,99",43,2658.5,61.83,921401,1,47000,0.01,776.86,286.93,346.02,229.4
2017-03-01,Ida-Viru maakond,"70-249,99",15,1185.5,79.03,322900,200,65000,2.84,790.75,243.76,266.47,209.67
2017-03-01,Jõgeva maakond,"30-40,99",6,223.1,37.18,NA,NA,NA,NA,NA,NA,NA,NA
2017-03-01,Jõgeva maakond,"41-54,99",11,503.1,45.74,78200,500,16000,12.14,357.14,142.28,154.46,110.58
2017-03-01,Jõgeva maakond,"55-69,99",10,619,61.9,134540,1000,30000,17.12,495.05,217.19,213.25,135.29
2017-03-01,Jõgeva maakond,"70-249,99",4,316.1,79.03,NA,NA,NA,NA,NA,NA,NA,NA
